uid,ItemID,Rating,Food,Service,Ambience,Value
211,99,5,5,5,5,5
211,97,5,5,5,5,5
211,91,5,5,5,5,5
211,94,5,5,5,5,5
211,94,4,3,3,5,4
211,94,5,5,5,5,5
211,85,4,4,5,5,5
211,88,5,5,5,3,4
211,89,5,5,5,4,5
211,89,5,5,5,5,5
211,89,3,4,4,3,4
211,84,5,5,5,5,5
211,82,5,5,5,5,5
211,88,2,2,3,5,3
211,86,5,5,5,5,5
211,86,4,4,5,4,4
211,86,5,5,5,5,5
211,86,4,3,5,4,4
211,76,4,4,4,4,4
211,84,5,5,5,5,5
211,82,4,4,3,4,4
211,85,5,5,5,5,5
211,78,5,5,5,5,5
211,78,5,5,5,5,5
211,80,3,3,2,4,3
211,80,5,5,5,4,5
211,73,5,5,5,5,5
211,74,5,5,5,4,5
211,67,5,5,5,5,5
211,69,4,4,5,4,4
211,64,3,3,3,4,3
211,70,5,5,5,5,5
211,63,4,3,5,5,4
211,63,1,4,1,4,3
211,63,2,3,1,3,2
211,63,4,4,4,4,4
211,63,5,5,5,5,5
211,58,5,5,5,4,5
211,58,5,5,5,5,5
211,51,1,1,3,2,2
211,55,4,4,5,5,5
211,55,5,5,5,5,5
211,47,3,2,3,5,3
211,47,3,3,4,3,3
211,47,5,5,5,5,5
211,47,5,5,4,5,5
211,47,3,3,3,3,3
211,44,5,5,5,5,5
211,46,5,5,5,5,5
211,47,5,5,5,5,5
211,46,5,5,4,5,5
211,43,5,5,5,4,5
211,39,4,4,3,4,4
211,37,5,5,5,5,5
211,35,3,4,2,4,3
211,35,4,4,4,3,4
211,35,4,4,4,5,4
211,33,4,4,4,4,4
211,33,5,5,5,5,5
211,30,5,5,5,5,5
211,26,5,5,5,3,4
211,21,5,4,5,5,5
211,25,4,5,2,2,3
211,24,5,5,5,5,5
211,24,5,5,5,5,5
211,24,4,5,4,4,4
211,25,5,5,5,5,5
211,17,5,5,5,5,5
211,17,3,5,2,4,4
211,21,5,5,5,5,5
211,15,5,5,5,5,5
211,14,4,5,4,3,4
211,14,5,5,5,4,5
211,21,4,5,2,5,4
211,21,5,5,5,5,5
211,10,4,5,4,4,4
211,10,5,5,5,5,5
211,4,5,5,5,5,5
211,98,1,2,1,2,2
211,96,5,5,5,5,5
211,90,3,3,3,3,3
211,89,3,4,2,4,3
211,92,5,5,5,5,5
211,92,5,5,5,4,5
211,92,4,3,4,5,4
211,82,3,5,1,5,4
211,86,5,5,5,5,5
211,71,4,4,4,4,4
211,75,5,5,5,5,5
211,74,5,5,5,4,5
211,74,5,5,5,5,5
211,64,3,4,5,5,5
211,64,1,1,1,1,1
211,58,4,4,4,4,4
211,61,2,2,3,1,2
211,61,2,2,3,3,3
211,58,5,5,5,5,5
211,56,4,4,5,4,4
211,56,5,5,5,5,5
211,49,5,5,5,5,5
211,55,3,2,4,2,3
211,47,1,4,1,3,3
211,47,5,5,5,4,5
211,50,4,5,5,3,4
211,39,4,5,5,5,5
211,39,4,4,5,5,5
211,40,5,5,4,5,5
211,38,4,3,5,5,4
211,39,5,5,5,5,5
211,38,3,2,5,2,3
211,38,5,5,5,4,5
211,36,2,3,2,2,2
211,29,5,5,5,4,5
211,30,5,5,5,5,5
211,23,5,5,5,5,5
211,23,5,5,5,5,5
211,13,5,5,5,5,5
211,12,5,5,5,5,5
211,17,5,5,5,5,5
211,17,3,3,4,4,4
211,11,5,5,5,5,5
211,11,5,5,5,5,5
211,6,5,5,5,5,5
211,99,5,5,5,5,5
211,99,5,5,5,4,5
211,98,5,5,5,5,5
211,91,5,5,5,5,5
211,91,5,5,5,5,5
211,84,5,5,5,4,5
211,88,4,5,4,5,5
211,88,4,3,4,4,4
211,86,5,5,5,5,5
211,85,4,4,3,3,3
211,79,5,5,5,5,5
211,72,2,3,2,3,3
211,71,2,3,2,3,3
211,68,4,4,4,4,4
211,68,5,5,5,5,5
211,68,3,3,2,4,3
211,68,5,5,5,5,5
211,68,3,1,4,5,3
211,63,2,3,1,5,3
211,63,4,4,5,4,4
211,63,2,4,1,3,3
211,63,4,4,5,4,4
211,38,5,5,5,5,5
211,25,5,5,5,4,5
211,27,5,5,5,5,5
211,25,5,5,4,3,4
211,10,5,5,5,5,5
211,4,5,5,5,5,5
211,92,5,5,5,5,5
211,76,5,5,5,5,5
211,81,3,2,4,2,3
211,71,4,4,4,3,4
211,63,4,3,3,4,3
211,59,2,1,1,3,2
211,50,4,5,4,4,4
211,43,5,5,5,5,5
211,44,4,3,4,2,3
211,39,5,5,5,5,5
211,39,5,5,5,5,5
211,35,3,4,1,4,3
211,26,5,5,5,4,5
211,17,5,5,5,5,5
211,96,5,4,5,5,5
211,91,5,5,5,4,5
211,91,5,4,5,5,5
211,91,5,5,5,5,5
211,91,5,5,5,5,5
211,91,5,5,5,5,5
211,91,5,5,5,5,5
211,91,5,5,5,5,5
211,91,5,5,5,5,5
211,84,3,3,3,3,3
211,82,5,5,5,5,5
211,85,5,5,5,5,5
211,77,5,5,5,5,5
211,82,4,4,5,5,5
211,81,5,5,5,4,5
211,78,5,5,5,5,5
211,79,5,5,5,5,5
211,68,5,5,5,5,5
211,68,3,4,1,3,3
211,68,5,5,4,4,4
211,68,5,5,4,4,4
211,68,3,3,3,3,3
211,68,3,1,5,3,3
211,63,5,5,5,5,5
211,63,5,5,5,5,5
211,54,3,3,3,4,3
211,55,4,5,4,5,5
211,50,5,4,5,4,4
211,42,5,5,5,5,5
211,42,5,5,5,5,5
211,34,3,3,3,2,3
211,28,5,5,5,5,5
211,25,5,5,5,5,5
211,20,5,5,5,5,5
211,23,5,5,5,5,5
211,23,5,5,5,5,5
211,13,5,5,5,5,5
211,15,5,5,5,4,5
211,14,4,4,4,2,3
211,12,5,5,5,5,5
211,92,5,5,5,5,5
211,82,5,5,1,5,4
211,81,3,3,4,4,4
211,77,5,4,5,4,4
211,67,2,5,1,3,3
211,52,5,5,5,5,5
211,55,5,5,5,5,5
211,55,3,3,3,4,3
211,38,4,4,3,4,4
211,35,5,5,5,5,5
211,28,5,5,5,5,5
211,26,1,2,3,3,3
211,26,3,5,3,5,4
211,12,5,5,5,5,5
211,98,4,4,3,5,4
211,96,5,5,5,5,5
211,91,5,5,5,5,5
211,88,2,2,1,2,2
211,89,5,5,5,5,5
211,77,5,5,5,5,5
211,82,5,5,4,4,4
211,78,5,5,5,5,5
211,68,5,5,5,5,5
211,68,3,3,4,3,3
211,68,3,3,5,3,4
211,67,5,5,5,4,5
211,65,5,5,5,5,5
211,65,3,5,1,4,3
211,68,2,2,2,1,2
211,68,5,5,5,4,5
211,68,2,2,2,2,2
211,63,3,4,1,3,3
211,63,1,2,2,1,2
211,63,5,5,4,5,5
211,65,4,3,4,4,4
211,64,5,5,5,5,5
211,57,4,4,5,3,4
211,54,5,5,5,5,5
211,57,5,5,5,4,5
211,57,5,4,5,4,4
211,58,5,5,5,5,5
211,48,5,3,5,5,4
211,47,5,5,5,5,5
211,40,3,5,5,2,4
211,33,5,5,5,5,5
211,37,4,5,4,4,4
211,36,5,5,5,4,5
211,33,5,5,5,5,5
211,25,5,5,5,5,5
211,25,5,5,5,4,5
211,23,5,5,5,4,5
211,25,5,5,5,5,5
211,25,5,5,4,3,4
211,20,5,5,5,5,5
211,17,5,5,5,5,5
211,17,5,5,5,5,5
211,20,4,3,5,3,4
211,11,5,5,4,5,5
211,15,3,2,2,2,2
211,6,2,3,2,3,3
211,99,4,5,4,4,4
211,90,3,4,5,2,4
211,76,4,5,5,5,5
211,71,4,4,3,3,3
211,67,5,5,5,5,5
211,71,4,4,3,3,3
211,68,4,5,4,4,4
211,65,4,4,2,4,3
211,60,5,5,5,5,5
211,56,5,4,5,5,5
211,47,5,5,5,5,5
211,37,3,5,4,2,4
211,32,5,5,5,5,5
211,25,5,5,5,5,5
211,26,5,5,5,5,5
211,31,2,4,1,3,3
211,25,5,5,5,5,5
211,23,5,5,5,5,5
211,20,5,5,5,3,4
211,20,5,5,5,5,5
211,22,4,5,3,4,4
211,15,4,4,4,5,4
211,15,4,3,4,3,3
211,15,5,5,5,4,5
211,6,5,5,5,5,5
211,94,4,3,4,5,4
211,99,5,5,5,5,5
211,99,5,5,5,4,5
211,91,5,5,4,5,5
211,93,5,5,4,5,5
211,85,5,5,5,5,5
211,91,5,5,5,5,5
211,91,2,1,4,4,3
211,74,5,5,5,5,5
211,77,2,2,2,3,2
211,76,5,4,5,5,5
211,73,5,5,5,4,5
211,73,5,5,5,5,5
211,79,5,4,5,5,5
211,68,4,4,4,5,4
211,68,4,4,5,3,4
211,68,5,5,5,5,5
211,68,4,4,5,4,4
211,68,4,4,4,3,4
211,68,4,4,4,5,4
211,68,3,3,2,3,3
211,68,5,4,5,5,5
211,68,4,4,5,5,5
211,68,4,4,3,4,4
211,68,4,4,5,5,5
211,47,4,4,5,5,5
211,50,4,5,5,4,5
211,50,5,5,5,5,5
211,49,5,5,5,5,5
211,46,3,5,1,4,3
211,39,5,5,5,5,5
211,32,5,5,5,4,5
211,25,4,4,3,4,4
211,25,5,5,5,5,5
211,25,5,5,5,5,5
211,25,4,4,4,3,4
211,25,4,5,4,5,5
211,25,5,5,5,5,5
211,25,5,5,5,5,5
211,25,5,5,5,5,5
211,25,5,5,5,5,5
211,25,5,5,5,4,5
211,17,5,5,5,5,5
211,13,2,2,4,3,3
211,15,4,4,4,4,4
211,6,5,5,5,5,5
211,97,4,4,3,3,3
211,93,5,5,4,3,4
211,93,5,4,5,4,4
211,95,4,3,2,3,3
211,92,5,5,5,5,5
211,91,5,5,5,5,5
211,73,5,5,5,4,5
211,73,5,5,5,5,5
211,75,4,4,3,3,3
211,79,4,4,4,4,4
211,74,5,5,4,5,5
211,68,4,4,3,4,4
211,72,4,4,2,4,3
211,65,5,5,5,5,5
211,51,4,3,4,4,4
211,42,5,5,5,5,5
211,39,4,5,4,5,5
211,39,5,5,5,5,5
211,35,5,5,5,4,5
211,35,5,5,5,5,5
211,25,5,5,5,5,5
211,25,5,5,5,4,5
211,25,5,5,5,4,5
211,20,4,4,3,3,3
211,23,5,5,5,5,5
211,20,4,4,3,4,4
211,6,4,5,3,5,4
211,11,5,5,5,5,5
211,6,4,5,3,5,4
211,98,3,3,4,3,3
211,99,3,3,4,2,3
211,99,5,5,5,5,5
211,99,5,5,5,5,5
211,97,1,1,1,1,1
211,96,5,5,5,5,5
211,96,5,5,5,5,5
211,98,3,3,4,4,4
211,91,5,5,4,4,4
211,94,5,5,5,5,5
211,94,2,2,4,4,3
211,92,5,5,5,5,5
211,91,5,4,5,5,5
211,91,5,5,4,5,5
211,88,4,4,5,4,4
211,82,5,5,5,5,5
211,77,4,5,2,5,4
211,79,2,2,3,5,3
211,73,3,4,3,4,4
211,74,5,5,5,3,4
211,68,4,4,4,4,4
211,68,3,4,2,4,3
211,71,5,5,5,5,5
211,68,3,4,1,4,3
211,68,1,2,1,3,2
211,73,5,5,5,5,5
211,73,3,2,2,3,2
211,65,5,5,5,5,5
211,68,3,4,4,3,4
211,68,4,4,3,3,3
211,58,5,5,5,5,5
211,63,3,5,1,3,3
211,63,1,2,1,2,2
211,63,1,2,1,3,2
211,63,4,4,5,4,4
211,63,1,1,3,1,2
211,59,5,4,5,5,5
211,59,4,4,4,3,4
211,57,5,5,5,5,5
211,51,5,5,5,5,5
211,55,4,4,4,4,4
211,55,4,5,5,4,5
211,48,5,5,5,5,5
211,47,5,5,5,5,5
211,47,4,4,5,5,5
211,50,5,5,4,5,5
211,48,3,1,3,5,3
211,40,2,2,4,3,3
211,35,5,5,5,5,5
211,36,5,5,5,3,4
211,30,5,5,5,5,5
211,25,4,4,5,3,4
211,25,5,5,5,5,5
211,20,4,4,4,4,4
211,25,5,5,5,5,5
211,24,4,4,4,3,4
211,24,2,2,3,2,2
211,26,5,5,5,5,5
211,17,5,5,5,5,5
211,14,5,5,5,4,5
211,10,3,4,3,3,3
211,12,5,5,4,5,5
211,9,5,5,5,5,5
211,99,4,5,5,4,5
211,99,4,4,4,4,4
211,97,4,5,5,4,5
211,85,4,4,4,4,4
211,76,4,5,2,5,4
211,80,4,4,4,3,4
211,78,5,5,5,5,5
211,73,5,5,5,5,5
211,71,2,2,1,2,2
211,79,2,1,3,4,3
211,74,5,5,5,5,5
211,68,5,5,5,5,5
211,59,2,2,3,3,3
211,47,5,5,5,5,5
211,42,5,5,5,5,5
211,42,5,5,5,5,5
211,44,5,5,5,2,4
211,42,4,4,5,3,4
211,39,3,4,5,3,4
211,38,1,1,4,1,2
211,37,3,4,4,3,4
211,39,5,5,5,5,5
211,36,5,4,4,3,4
211,34,4,5,3,3,4
211,30,3,3,4,4,4
211,31,5,5,5,5,5
211,23,5,5,5,5,5
211,26,5,5,4,5,5
211,26,5,5,5,5,5
211,20,5,5,5,5,5
211,20,5,5,5,5,5
211,11,5,5,5,5,5
211,20,5,5,5,5,5
211,6,3,3,3,4,3
211,11,5,5,5,5,5
211,10,5,5,4,4,4
211,99,1,2,2,1,2
211,99,5,5,5,5,5
211,94,1,1,1,1,1
211,99,4,5,3,5,4
211,97,4,5,4,5,5
211,96,4,5,5,4,5
211,96,2,4,1,3,3
211,91,4,3,3,4,3
211,91,2,3,1,3,2
211,91,5,5,5,5,5
211,94,5,5,5,5,5
211,94,5,5,5,5,5
211,94,5,5,5,5,5
211,93,5,5,4,4,4
211,95,5,5,5,5,5
211,88,5,5,5,5,5
211,88,4,4,5,5,5
211,84,5,5,5,4,5
211,86,4,5,5,5,5
211,85,5,5,5,5,5
211,76,4,4,5,3,4
211,85,5,5,5,4,5
211,77,4,3,4,3,3
211,71,5,5,5,5,5
211,79,2,2,4,2,3
211,74,5,5,4,4,4
211,71,2,2,1,3,2
211,71,5,5,4,4,4
211,73,5,5,5,5,5
211,68,4,4,4,3,4
211,63,5,4,5,4,4
211,63,4,4,4,4,4
211,63,5,5,3,5,4
211,63,4,5,5,3,4
211,63,4,4,4,3,4
211,63,4,4,4,4,4
211,63,3,4,4,1,3
211,62,5,5,5,5,5
211,64,4,5,2,5,4
211,58,4,3,3,4,3
211,63,1,1,3,3,2
211,61,5,5,5,5,5
211,61,5,5,5,5,5
211,55,5,5,5,5,5
211,56,5,5,5,5,5
211,56,1,1,1,4,2
211,56,5,5,5,5,5
211,58,5,5,5,5,5
211,58,4,4,5,5,5
211,49,5,5,5,5,5
211,55,4,3,5,5,4
211,55,4,4,5,4,4
211,47,4,3,5,4,4
211,50,5,5,5,5,5
211,50,4,4,3,4,4
211,50,5,5,5,5,5
211,50,5,4,5,5,5
211,48,4,3,4,5,4
211,46,5,5,5,5,5
211,41,5,5,5,5,5
211,40,4,4,4,3,4
211,44,4,3,3,1,2
211,38,4,4,4,4,4
211,37,4,5,2,1,3
211,35,4,4,4,4,4
211,30,3,3,3,3,3
211,28,5,5,5,5,5
211,32,5,5,5,5,5
211,25,5,4,5,4,4
211,25,5,5,5,5,5
211,25,5,5,5,4,5
211,27,4,3,5,5,4
211,24,4,5,5,4,5
211,25,5,5,5,5,5
211,23,3,3,4,4,4
211,17,5,5,5,4,5
211,23,4,4,5,5,5
211,14,4,4,3,4,4
211,17,5,5,5,5,5
211,14,3,4,4,2,3
211,12,5,5,5,5,5
211,10,3,3,3,3,3
211,10,3,3,3,3,3
211,99,5,5,5,5,5
211,99,4,4,3,4,4
211,97,4,5,4,3,4
211,96,4,4,4,4,4
211,96,3,4,3,3,3
211,91,4,4,5,4,4
211,92,4,5,4,4,4
211,92,5,5,5,5,5
211,92,5,5,5,5,5
211,86,2,2,5,4,4
211,86,4,4,4,4,4
211,71,1,3,2,4,3
211,79,3,5,3,4,4
211,70,3,3,3,3,3
211,70,5,5,5,5,5
211,70,5,5,5,5,5
211,73,4,5,5,4,5
211,65,5,4,5,4,4
211,66,5,5,5,5,5
211,56,5,5,5,5,5
211,58,5,5,5,4,5
211,46,5,4,5,5,5
211,42,5,5,5,5,5
211,40,3,5,2,3,3
211,40,4,3,3,3,3
211,37,5,5,5,5,5
211,39,5,5,5,5,5
211,38,3,3,4,4,4
211,31,3,2,3,4,3
211,25,5,5,5,4,5
211,27,4,4,5,5,5
211,26,5,5,5,5,5
211,27,4,5,3,5,4
211,26,5,5,5,5,5
211,26,5,5,5,5,5
211,17,4,3,4,5,4
211,18,5,5,5,5,5
211,20,5,5,5,5,5
211,15,1,2,1,1,1
211,17,5,5,5,5,5
211,15,1,1,2,1,1
211,6,3,3,4,2,3
211,10,4,5,5,2,4
211,11,5,5,5,5,5
211,4,5,5,5,5,5
211,44,5,5,5,5,5
212,98,4,4,5,3,4
212,85,5,5,5,4,5
213,97,5,5,5,4,5
213,60,5,5,5,3,4
213,15,4,4,2,4,3
213,63,2,2,1,3,2
213,4,5,5,5,5,5
213,38,3,3,4,4,4
213,66,5,5,5,4,5
213,33,5,5,5,5,5
213,55,5,5,3,3,4
214,88,5,5,5,5,5
214,39,5,5,5,5,5
214,35,5,5,5,5,5
214,17,5,5,5,5,5
214,43,4,4,4,3,4
214,43,5,5,5,4,5
214,12,3,3,3,5,4
214,38,5,5,5,4,5
214,60,5,5,5,5,5
214,12,5,5,5,4,5
214,85,5,5,3,5,4
214,36,5,5,5,5,5
214,12,3,3,4,4,4
214,12,5,5,5,5,5
214,42,5,5,5,5,5
214,12,5,5,5,5,5
214,97,4,4,4,2,3
214,42,5,5,5,5,5
214,37,3,3,2,3,3
214,63,5,5,5,5,5
214,20,5,5,5,5,5
214,82,4,4,4,4,4
214,66,5,5,5,5,5
214,32,5,5,5,5,5
215,48,4,4,4,4,4
215,94,5,5,5,5,5
216,92,5,5,5,5,5
216,4,3,3,3,3,3
216,56,5,5,5,5,5
217,93,5,5,5,5,5
217,50,4,5,5,3,4
217,93,5,5,5,5,5
217,94,5,5,5,5,5
217,15,5,5,5,5,5
217,57,5,5,5,5,5
217,31,5,5,5,5,5
218,56,5,5,4,4,4
219,92,4,5,4,3,4
219,6,4,3,5,5,4
219,56,5,4,5,5,5
219,39,3,5,3,3,4
220,27,5,5,5,5,5
221,76,5,5,5,5,5
221,55,5,5,5,5,5
221,63,2,3,2,2,2
221,25,5,5,4,4,4
221,96,4,5,5,4,5
221,94,5,5,5,5,5
221,15,3,3,3,4,3
221,84,5,5,5,5,5
221,63,5,5,5,5,5
221,55,5,5,5,5,5
222,38,3,2,3,4,3
222,60,5,5,5,5,5
222,34,1,3,2,3,3
223,82,5,5,5,5,5
223,68,4,4,4,5,4
223,91,5,5,5,5,5
223,21,5,4,5,5,5
223,80,5,5,5,5,5
224,85,5,4,5,5,5
224,54,5,4,4,5,4
224,68,2,1,5,4,3
225,65,5,5,5,5,5
225,82,5,5,4,4,4
225,4,5,5,5,5,5
225,31,5,5,5,5,5
226,52,5,5,5,5,5
227,52,4,4,5,4,4
227,36,4,5,3,4,4
227,42,5,5,5,5,5
227,39,5,5,5,5,5
227,31,5,5,5,5,5
227,66,5,5,5,5,5
227,37,2,1,2,3,2
227,20,5,5,5,5,5
227,28,5,5,5,5,5
228,56,2,4,4,4,4
228,50,5,5,5,5,5
228,55,5,5,5,4,5
228,82,3,5,3,2,3
228,4,5,5,5,5,5
229,52,4,4,5,4,4
229,64,5,5,5,5,5
229,4,5,5,5,4,5
230,27,5,4,5,5,5
230,56,4,4,3,4,4
231,38,5,5,5,5,5
231,82,5,5,5,5,5
231,4,5,5,5,5,5
231,63,5,5,5,5,5
231,66,4,4,5,4,4
231,56,4,5,5,4,5
231,4,5,5,5,5,5
232,85,5,5,5,5,5
232,82,5,5,5,5,5
232,23,5,5,5,5,5
232,43,3,3,3,2,3
232,38,5,5,5,5,5
233,38,5,5,5,5,5
233,21,3,4,1,3,3
233,33,4,3,4,5,4
233,66,4,5,4,5,5
234,32,4,5,5,4,5
234,96,4,5,4,4,4
235,11,3,2,3,3,3
236,25,5,5,5,4,5
236,38,5,4,4,4,4
236,68,4,4,3,3,3
237,68,5,5,5,5,5
238,14,5,5,5,3,4
239,38,5,5,5,5,5
239,82,5,5,5,5,5
239,32,5,5,5,5,5
239,60,5,5,5,5,5
239,33,4,3,3,5,4
239,97,5,5,5,5,5
239,25,5,5,5,5,5
239,25,5,5,5,5,5
239,66,5,5,5,5,5
240,12,5,5,5,5,5
240,17,5,5,5,5,5
240,38,5,5,5,5,5
240,31,5,5,5,5,5
240,26,5,5,4,5,5
240,26,4,5,4,3,4
240,11,5,5,5,5,5
240,85,5,5,5,5,5
240,90,4,4,5,4,4
241,10,5,5,5,5,5
241,6,5,5,5,5,5
241,4,5,5,4,5,5
242,6,5,5,5,5,5
242,40,4,4,3,3,3
242,54,5,5,5,5,5
242,61,5,5,5,5,5
243,6,3,3,4,4,4
243,10,3,4,4,2,3
243,10,4,5,4,4,4
243,14,5,5,4,5,5
243,14,5,5,4,3,4
243,14,4,4,4,4,4
243,17,3,3,3,3,3
243,20,5,5,5,5,5
243,24,2,2,1,2,2
243,24,4,3,4,4,4
243,25,5,5,5,5,5
243,26,5,5,5,5,5
243,35,5,5,5,5,5
243,35,4,4,5,4,4
243,35,5,5,5,5,5
243,33,5,5,5,5,5
243,33,1,1,2,1,1
243,33,5,5,5,5,5
243,33,5,5,5,5,5
243,33,5,5,5,5,5
243,38,4,4,4,4,4
243,39,5,5,5,5,5
243,38,5,5,5,5,5
243,40,5,5,5,5,5
243,40,4,4,4,4,4
243,42,5,5,5,5,5
243,44,4,5,4,4,4
243,46,5,5,5,5,5
243,46,1,3,1,4,3
243,46,5,5,5,5,5
243,46,5,5,5,5,5
243,47,5,5,5,5,5
243,48,5,5,5,5,5
243,49,5,5,5,5,5
243,50,2,2,4,4,3
243,50,4,4,4,4,4
243,50,4,5,3,3,4
243,50,5,5,5,4,5
243,55,5,5,5,5,5
243,55,5,5,5,5,5
243,55,4,4,5,5,5
243,56,5,5,5,5,5
243,58,5,5,5,5,5
243,59,4,4,5,5,5
243,63,4,4,5,3,4
243,63,5,5,5,5,5
243,65,5,5,5,5,5
243,69,5,5,5,5,5
243,71,2,2,2,3,2
243,71,4,4,5,4,4
243,71,5,5,5,5,5
243,71,3,5,4,3,4
243,71,3,4,3,3,3
243,72,5,5,5,5,5
243,72,5,5,5,5,5
243,72,3,4,3,4,4
243,73,4,3,2,4,3
243,73,2,2,2,4,3
243,73,5,5,5,5,5
243,74,5,5,5,3,4
243,78,5,5,5,5,5
243,78,4,5,3,5,4
243,78,5,5,5,5,5
243,77,5,5,5,5,5
243,77,5,5,5,5,5
243,80,5,5,5,5,5
243,80,4,4,3,4,4
243,81,3,3,1,1,2
243,81,2,2,1,2,2
243,81,2,2,1,5,3
243,82,5,5,5,5,5
243,82,4,4,4,5,4
243,83,3,3,3,2,3
243,84,4,5,4,4,4
243,84,4,5,2,5,4
243,85,5,5,5,4,5
243,85,5,5,5,5,5
243,85,5,5,3,5,4
243,86,5,5,5,5,5
243,86,3,3,4,4,4
243,88,5,5,4,4,4
243,91,5,4,4,4,4
243,91,4,4,5,4,4
243,91,4,5,4,5,5
243,94,5,4,5,4,4
243,94,4,5,3,3,4
243,94,5,5,5,5,5
243,94,5,5,5,3,4
243,94,2,2,2,3,2
243,94,4,5,4,4,4
243,94,5,4,5,4,4
243,94,5,5,5,5,5
243,94,5,5,5,4,5
243,97,5,5,5,3,4
243,97,5,4,5,5,5
243,99,5,5,5,5,5
243,98,5,5,5,5,5
243,6,3,5,4,5,5
243,10,2,2,4,3,3
243,17,1,4,1,1,2
243,17,5,5,5,5,5
243,20,4,4,2,4,3
243,20,5,5,5,5,5
243,21,5,5,5,5,5
243,24,4,3,4,3,3
243,28,5,5,5,5,5
243,32,5,5,5,5,5
243,34,2,2,2,3,2
243,37,5,5,5,5,5
243,38,5,5,5,5,5
243,42,5,5,5,5,5
243,42,5,5,5,5,5
243,42,4,4,4,5,4
243,55,5,5,4,4,4
243,55,5,5,5,5,5
243,57,3,5,5,5,5
243,58,5,5,5,5,5
243,61,5,5,4,4,4
243,70,3,5,3,3,4
243,81,4,4,4,5,4
243,88,4,5,4,3,4
243,88,3,3,3,3,3
243,99,5,5,5,5,5
243,98,5,5,5,5,5
243,14,5,5,5,3,4
243,25,5,5,5,3,4
243,35,4,4,4,4,4
243,33,5,5,5,5,5
243,38,5,5,5,5,5
243,43,5,5,5,5,5
243,49,3,3,2,3,3
243,51,5,5,5,5,5
243,59,3,3,5,3,4
243,59,5,5,5,3,4
243,59,4,5,3,4,4
243,61,5,5,5,5,5
243,63,5,5,5,4,5
243,63,4,4,5,4,4
243,68,5,5,5,5,5
243,68,5,5,5,5,5
243,68,5,5,4,4,4
243,68,4,4,4,4,4
243,68,4,4,4,3,4
243,68,3,4,2,3,3
243,84,5,4,5,4,4
243,85,5,5,5,5,5
243,91,5,5,5,4,5
243,91,5,5,5,5,5
243,93,5,5,5,4,5
243,94,5,5,5,5,5
243,94,1,4,1,4,3
243,20,3,4,3,5,4
243,42,4,4,4,4,4
243,50,4,4,5,4,4
243,51,5,4,5,5,5
243,59,4,4,4,4,4
243,63,5,5,5,5,5
243,72,4,4,3,3,3
243,79,3,4,2,2,3
243,79,5,5,5,5,5
243,76,4,4,3,3,3
243,85,5,4,5,5,5
243,4,5,5,5,5,5
243,10,4,4,4,3,4
243,32,5,5,3,5,4
243,35,5,5,4,4,4
243,33,4,4,4,5,4
243,37,5,5,5,5,5
243,40,4,5,5,4,5
243,42,4,5,4,4,4
243,46,5,5,5,5,5
243,47,5,5,5,5,5
243,47,4,5,4,3,4
243,48,5,5,5,5,5
243,49,2,2,1,4,2
243,50,2,3,1,2,2
243,50,4,4,5,4,4
243,50,5,5,4,3,4
243,51,3,4,3,4,4
243,56,3,3,5,5,4
243,58,4,5,4,5,5
243,63,4,4,5,5,5
243,63,5,4,5,4,4
243,68,5,4,5,4,4
243,68,3,3,4,3,3
243,68,5,5,5,5,5
243,68,3,2,4,3,3
243,68,3,3,5,5,4
243,68,4,3,4,5,4
243,74,5,5,5,5,5
243,76,2,2,4,3,3
243,89,4,4,5,4,4
243,91,5,5,5,5,5
243,91,5,5,5,5,5
243,98,3,3,3,5,4
243,10,5,5,5,5,5
243,25,5,5,5,5,5
243,26,5,5,5,5,5
243,39,5,5,5,5,5
243,40,5,5,5,5,5
243,47,4,4,4,4,4
243,56,5,5,5,4,5
243,56,5,5,5,4,5
243,57,5,5,5,5,5
243,64,3,3,5,3,4
243,68,3,3,4,3,3
243,75,5,5,5,3,4
243,77,5,5,4,4,4
243,76,4,4,4,4,4
243,85,5,5,4,4,4
243,97,5,5,5,5,5
243,12,4,5,5,4,5
243,15,3,4,3,1,3
243,25,5,5,5,5,5
243,25,4,5,5,4,5
243,25,5,5,5,5,5
243,25,5,5,5,5,5
243,28,5,5,5,5,5
243,34,5,5,5,5,5
243,33,4,4,4,5,4
243,37,4,5,5,4,5
243,46,5,5,5,5,5
243,47,5,5,5,4,5
243,48,5,5,5,5,5
243,49,5,5,5,5,5
243,55,4,4,4,4,4
243,56,5,5,5,5,5
243,59,5,5,5,4,5
243,63,4,4,5,5,5
243,68,4,5,4,4,4
243,68,5,5,5,4,5
243,68,5,5,5,5,5
243,68,4,4,5,3,4
243,68,4,4,3,3,3
243,68,3,3,4,4,4
243,68,4,4,4,5,4
243,68,5,5,5,4,5
243,68,4,4,4,4,4
243,69,4,4,4,5,4
243,74,5,5,5,5,5
243,79,5,5,5,5,5
243,79,4,4,4,4,4
243,82,5,5,5,5,5
243,84,5,5,5,5,5
243,85,5,5,5,4,5
243,86,5,5,5,4,5
243,88,1,1,2,3,2
243,91,4,5,3,4,4
243,91,5,5,5,5,5
243,92,5,5,5,5,5
243,93,4,5,5,4,5
243,94,5,5,5,5,5
243,94,4,5,5,4,5
243,94,5,5,5,5,5
243,94,5,5,5,5,5
243,94,4,4,5,4,4
243,94,5,5,5,5,5
243,95,5,5,5,5,5
